Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL
AUCHENTOSHAN AMERICAN OAK,Single Malt,"Lowlands, Scotland",3.36,87,https://distiller.com/spirits/auchentoshan-american-oak
THE BALVENIE PORTWOOD 21 YEAR,Single Malt,"Speyside, Scotland",4.54,93,https://distiller.com/spirits/the-balvenie-portwood-21
GLENKINCHIE 12 YEAR,Single Malt,"Lowlands, Scotland",3.4,83,https://distiller.com/spirits/glenkinchie-12
GLENMORANGIE SIGNET,Single Malt,"Highlands, Scotland",4.51,93,https://distiller.com/spirits/glenmorangie-signet
THE BALVENIE DOUBLEWOOD 17 YEAR,Single Malt,"Speyside, Scotland",4.09,88,https://distiller.com/spirits/balvenie-doublewood-17
TOMATIN 12 YEAR,Single Malt,"Highlands, Scotland",3.29,83,https://distiller.com/spirits/tomatin-12-year
THE MACALLAN FINE OAK 15 YEAR,Single Malt,"Highlands, Scotland",3.98,86,https://distiller.com/spirits/the-macallan-fine-oak-15
GLENFARCLAS 12 YEAR,Single Malt,"Highlands, Scotland",3.56,87,https://distiller.com/spirits/glenfarclas-12
DALMORE 15 YEAR,Single Malt,"Highlands, Scotland",3.85,86,https://distiller.com/spirits/dalmore-15
THE BALVENIE SINGLE BARREL 12 YEAR,Single Malt,"Speyside, Scotland",3.82,89,https://distiller.com/spirits/the-balvenie-single-barrel-12-year
ABERLOUR 16 YEAR DOUBLE CASK MATURED,Single Malt,"Highlands, Scotland",4.01,90,https://distiller.com/spirits/aberlour-16-year-old
THE MACALLAN RARE CASK,Single Malt,"Highlands, Scotland",4.54,98,https://distiller.com/spirits/macallan-rare-cask
GLENFIDDICH IPA EXPERIMENT,Single Malt,"Speyside, Scotland",3.57,85,https://distiller.com/spirits/glenfiddich-ipa-experiment
JURA ORIGIN 10 YEAR,Single Malt,"Islands, Scotland",3.26,87,https://distiller.com/spirits/jura-origin-10
THE BALVENIE SINGLE BARREL 15 YEAR,Single Malt,"Speyside, Scotland",4.17,91,https://distiller.com/spirits/the-balvenie-single-barrel-15
CRAIGELLACHIE 13 YEAR,Single Malt,"Speyside, Scotland",3.72,88,https://distiller.com/spirits/craigellachie-13
THE GLENLIVET NÀDURRA 16 YEAR,Single Malt,"Speyside, Scotland",3.85,89,https://distiller.com/spirits/the-glenlivet-16-nadurra
GLENFARCLAS 105 CASK STRENGTH,Single Malt,"Highlands, Scotland",3.8,89,https://distiller.com/spirits/glenfarclas-105-cask-strength
SPEYBURN 10 YEAR,Single Malt,"Highlands, Scotland",3.2,85,https://distiller.com/spirits/speyburn-10-year
GLENDRONACH ALLARDICE 18 YEAR,Single Malt,"Highlands, Scotland",4.29,84,https://distiller.com/spirits/glendronach-allardice-18-year
GLENMORANGIE QUINTA RUBAN PORT CASK FINISH 14 YEAR,Single Malt,"Highlands, Scotland",3.94,88,https://distiller.com/spirits/glenmorangie-quinta-ruban-port-cask-finish-14-year
ANCNOC 12 YEAR,Single Malt,"Highlands, Scotland",3.57,85,https://distiller.com/spirits/ancnoc-12
GLENDRONACH REVIVAL 15 YEAR,Single Malt,"Highlands, Scotland",4.22,88,https://distiller.com/spirits/glendronach-revival-15-year
THE MACALLAN FINE OAK 10 YEAR,Single Malt,"Highlands, Scotland",3.38,85,https://distiller.com/spirits/the-macallan-fine-oak-10
GLENFIDDICH 21 YEAR RESERVA RUM CASK FINISH,Single Malt,"Speyside, Scotland",4.26,90,https://distiller.com/spirits/glenfiddich-21-gran-reserva
GLENFARCLAS 15 YEAR,Single Malt,"Highlands, Scotland",3.88,91,https://distiller.com/spirits/glenfarclas-15-year
THE GLENROTHES SELECT RESERVE,Single Malt,"Speyside, Scotland",3.47,87,https://distiller.com/spirits/the-glenrothes-select-reserve
THE SINGLETON OF DUFFTOWN 12 YEAR,Single Malt,"Speyside, Scotland",3.28,84,https://distiller.com/spirits/the-singleton-of-dufftown-12
ABERLOUR 12 YEAR SHERRY CASK MATURED,Single Malt,"Highlands, Scotland",3.7,87,https://distiller.com/spirits/aberlour-12-sherry-cask-matured
THE MACALLAN AMBER 1824 SERIES,Single Malt,"Highlands, Scotland",3.65,86,https://distiller.com/spirits/the-macallan-amber-1824-series
DEANSTON 12 YEAR,Single Malt,"Highlands, Scotland",3.45,79,https://distiller.com/spirits/deanston-12
ABERLOUR 18 YEAR,Single Malt,"Highlands, Scotland",4.32,92,https://distiller.com/spirits/aberlour-18-year
DALMORE CIGAR MALT RESERVE,Single Malt,"Highlands, Scotland",4.15,90,https://distiller.com/spirits/dalmore-cigar-malt-reserve
GLENFARCLAS 25 YEAR,Single Malt,"Highlands, Scotland",4.26,91,https://distiller.com/spirits/glenfarclas-25
DALMORE 18 YEAR,Single Malt,"Highlands, Scotland",4.2,92,https://distiller.com/spirits/dalmore-18
ARRAN 10 YEAR,Single Malt,"Islands, Scotland",3.46,79,https://distiller.com/spirits/arran-10-year
GLENGOYNE 12 YEAR,Single Malt,"Highlands, Scotland",3.67,88,https://distiller.com/spirits/glengoyne-12
GLENFIDDICH PROJECT XX,Single Malt,"Speyside, Scotland",3.83,87,https://distiller.com/spirits/glenfiddich-project-xx
KILCHOMAN MACHIR BAY 2012,Single Malt,"Islay, Scotland",4,93,https://distiller.com/spirits/kilchoman-machir-bay-2012
GLENFARCLAS 21 YEAR,Single Malt,"Highlands, Scotland",4.13,90,https://distiller.com/spirits/glenfarclas-21
GLEN MORAY 12 YEAR,Single Malt,"Speyside, Scotland",3.29,85,https://distiller.com/spirits/glen-moray-12-year
GLENDRONACH PARLIAMENT 21 YEAR,Single Malt,"Highlands, Scotland",4.42,94,https://distiller.com/spirits/glendronach-parliament-21-year
GLENGOYNE 15 YEAR,Single Malt,"Highlands, Scotland",3.94,95,https://distiller.com/spirits/glengoyne-15
THE BALVENIE TRIPLE CASK 12 YEAR,Single Malt,"Speyside, Scotland",3.97,nan,https://distiller.com/spirits/the-balvenie-triple-cask-12-year
THE GLENLIVET 21 YEAR ARCHIVE,Single Malt,"Speyside, Scotland",4.27,89,https://distiller.com/spirits/the-glenlivet-21-archive
ABERLOUR 10 YEAR,Single Malt,"Highlands, Scotland",3.18,nan,https://distiller.com/spirits/aberlour-10-year
DALMORE KING ALEXANDER III,Single Malt,"Highlands, Scotland",4.29,88,https://distiller.com/spirits/dalmore-king-alexander
GLENFARCLAS 17 YEAR,Single Malt,"Highlands, Scotland",4.06,92,https://distiller.com/spirits/glenfarclas-17
GLENGOYNE 10 YEAR,Single Malt,"Highlands, Scotland",3.39,82,https://distiller.com/spirits/glengoyne-10
THE MACALLAN GOLD 1824 SERIES,Single Malt,"Highlands, Scotland",3.39,82,https://distiller.com/spirits/the-macallan-gold-1824-series
GLEN SCOTIA 15 YEAR,Single Malt,"Campbeltown, Scotland",4.03,93,https://distiller.com/spirits/glen-scotia-15-year
AULTMORE 12 YEAR,Single Malt,"Speyside, Scotland",3.66,90,https://distiller.com/spirits/aultmore-12-year
GLEN GRANT 10 YEAR,Single Malt,"Speyside, Scotland",3.34,83,https://distiller.com/spirits/glen-grant-10
THE GLENLIVET 14 YEAR COGNAC CASK SELECTION,Single Malt,"Speyside, Scotland",3.74,85,https://distiller.com/spirits/the-glenlivet-14-year-cognac-cask-selection
SCAPA 16 YEAR,Single Malt,"Islands, Scotland",3.8,87,https://distiller.com/spirits/scapa-16
JURA DIURACHS' OWN 16 YEAR,Single Malt,"Islands, Scotland",3.6,87,https://distiller.com/spirits/jura-diurachs-own-16-year
GLEN GARIOCH 12 YEAR,Single Malt,"Highlands, Scotland",3.69,89,https://distiller.com/spirits/glen-garioch-12-year
TOBERMORY 10 YEAR,Single Malt,"Islands, Scotland",3.53,90,https://distiller.com/spirits/tobermory-10
TAMDHU 10 YEAR,Single Malt,"Speyside, Scotland",3.54,89,https://distiller.com/spirits/tamdhu-10
GLENFARCLAS 10 YEAR,Single Malt,"Highlands, Scotland",3.4,82,https://distiller.com/spirits/glenfarclas-10-year
THE BALVENIE SINGLE BARREL SHERRY CASK 15 YEAR,Single Malt,"Speyside, Scotland",4.15,86,https://distiller.com/spirits/the-balvenie-single-barrel-sherry-cask-15-year
THE SINGLETON OF GLENDULLAN 12 YEAR,Single Malt,"Speyside, Scotland",3.42,84,https://distiller.com/spirits/the-singleton-of-glendullan-12-year
THE MACALLAN EDITION NO. 2,Single Malt,"Highlands, Scotland",4.18,91,https://distiller.com/spirits/the-macallan-edition-no-2
GLENGOYNE 18 YEAR,Single Malt,"Highlands, Scotland",3.92,86,https://distiller.com/spirits/glengoyne-18-year
THE GLENLIVET MASTER DISTILLER'S RESERVE,Single Malt,"Speyside, Scotland",3.41,nan,https://distiller.com/spirits/the-glenlivet-master-distiller-s-reserve
DEANSTON VIRGIN OAK,Single Malt,"Highlands, Scotland",3.35,77,https://distiller.com/spirits/deanston-virgin-oak
THE MACALLAN TRIPLE CASK MATURED 12 YEAR,Single Malt,"Highlands, Scotland",3.78,81,https://distiller.com/spirits/macallan-triple-cask-matured-12-year
STRATHISLA 12 YEAR,Single Malt,"Speyside, Scotland",3.44,81,https://distiller.com/spirits/strathisla-12
GLEN MORAY ELGIN CLASSIC,Single Malt,"Speyside, Scotland",3.14,nan,https://distiller.com/spirits/glen-moray-classic
THE MACALLAN FINE OAK 12 YEAR,Single Malt,"Highlands, Scotland",3.8,nan,https://distiller.com/spirits/the-macallan-fine-oak-12-year
TOMATIN 18 YEAR OLOROSO SHERRY CASK FINISH,Single Malt,"Highlands, Scotland",3.72,88,https://distiller.com/spirits/tomatin-18-year
GLEN GARIOCH FOUNDER'S RESERVE,Single Malt,"Highland, Scotland",3.51,90,https://distiller.com/spirits/glen-garioch-founder-s-reserve
